37 215 10000
181 215 10000
44 215 10000
37 181 10000
37 44 10000
44 181 10000
4 257 20000
4 447 20000
4 348 20000
4 188 20000
257 447 10000
257 348 10000
188 257 10000
348 447 10000
188 447 10000
188 348 10000
131 168 20000
168 355 40000
168 217 40000
168 487 40000
131 355 20000
131 217 20000
131 487 20000
217 355 40000
355 487 40000
217 487 40000
215 462 10000
215 458 10000
215 236 10000
91 215 10000
458 462 10000
236 462 10000
91 462 10000
236 458 10000
91 458 10000
91 236 10000
62 308 20000
225 449 40000
97 455 10000
91 173 10000
262 527 10000
262 520 10000
262 293 10000
520 527 10000
293 527 10000
293 520 10000
20 450 40000
20 74 40000
20 209 40000
74 450 40000
209 450 40000
74 209 40000
75 233 20000
62 233 20000
64 146 10000
146 488 10000
64 488 10000
162 271 20000
286 347 10000
286 372 20000
347 372 20000
86 457 10000
77 454 10000
62 454 10000
77 468 10000
62 468 10000
7 177 20000
7 154 10000
7 188 10000
7 330 10000
154 177 20000
177 188 20000
177 330 20000
154 188 10000
154 330 10000
188 330 10000
76 433 10000
75 76 10000
65 76 10000
53 73 10000
66 467 20000
467 513 20000
138 467 10000
209 467 20000
66 513 40000
66 138 20000
66 209 40000
138 513 20000
209 513 40000
138 209 20000
62 471 10000
199 224 20000
112 197 20000
112 471 10000
73 112 10000
197 471 20000
73 197 20000
73 471 10000
72 131 20000
131 508 10000
115 131 20000
131 158 20000
72 508 20000
72 115 40000
72 158 40000
115 508 20000
158 508 20000
115 158 40000
365 513 40000
264 513 20000
183 513 20000
264 365 20000
183 365 20000
183 264 10000
379 449 20000
379 383 20000
383 449 40000
449 492 20000
64 492 10000
64 449 20000
285 368 20000
227 285 10000
207 285 20000
1 285 10000
62 73 10000
354 509 20000
126 509 20000
138 509 10000
126 354 40000
138 354 20000
126 138 20000
20 197 40000
74 190 20000
146 190 10000
70 190 20000
190 488 10000
74 146 20000
70 74 40000
74 488 20000
70 146 20000
70 488 20000
37 450 20000
37 221 10000
221 450 20000
89 450 20000
89 221 10000
312 431 10000
312 480 10000
62 312 10000
73 312 10000
431 480 10000
62 431 10000
73 431 10000
62 480 10000
73 480 10000
6 73 20000
257 406 10000
72 97 20000
60 143 40000
38 62 10000
46 62 20000
38 46 20000
165 173 10000
62 173 10000
95 173 20000
173 383 20000
62 165 10000
95 165 20000
165 383 20000
62 95 20000
95 383 40000
447 507 10000
447 491 10000
491 507 10000
270 445 10000
192 445 10000
192 270 10000
301 372 20000
440 494 10000
206 257 20000
89 206 20000
206 436 20000
257 436 10000
89 436 10000
3 92 10000
92 488 10000
73 92 10000
3 488 10000
3 73 10000
73 488 10000
4 284 40000
184 485 40000
6 210 40000
73 468 10000
45 73 10000
6 468 20000
45 468 10000
6 45 20000
123 398 20000
65 463 10000
5 117 10000
295 464 40000
464 488 20000
464 487 40000
295 488 20000
295 487 40000
487 488 20000
98 252 40000
252 261 40000
250 252 40000
98 261 40000
98 250 40000
250 261 40000
510 538 10000
449 510 20000
95 510 20000
449 538 20000
95 538 20000
95 449 40000
6 50 20000
54 487 40000
6 487 40000
83 426 10000
299 426 10000
426 455 10000
6 426 20000
83 299 10000
83 455 10000
6 83 20000
299 455 10000
6 299 20000
6 455 20000
20 506 40000
252 536 40000
447 536 20000
507 536 20000
491 536 20000
252 447 20000
252 507 20000
252 491 20000
135 164 10000
68 79 20000
68 118 10000
68 233 20000
79 118 20000
79 233 40000
118 233 20000
474 574 10000
503 574 10000
458 574 10000
474 503 10000
458 474 10000
458 503 10000
461 574 10000
461 556 10000
461 548 20000
107 461 10000
556 574 10000
548 574 20000
107 574 10000
548 556 20000
107 556 10000
107 548 20000
452 546 10000
452 578 10000
546 578 10000
26 538 20000
26 550 20000
538 550 10000
314 459 20000
26 540 40000
26 483 20000
6 26 40000
483 540 20000
6 540 40000
6 483 20000
6 502 40000
441 450 20000
73 441 10000
73 450 20000
506 584 40000
249 450 20000
390 461 10000
50 537 10000
249 420 20000
37 554 10000
46 441 20000
107 310 20000
75 536 20000
50 536 20000
312 536 20000
73 536 20000
50 75 10000
75 312 10000
73 75 10000
50 312 10000
50 73 10000
71 536 40000
71 561 40000
71 312 20000
71 73 20000
536 561 40000
312 561 20000
73 561 20000
540 542 20000
542 575 10000
439 542 10000
353 542 20000
540 575 20000
439 540 20000
353 540 40000
439 575 10000
353 575 20000
353 439 20000
135 326 10000
468 556 10000
457 556 10000
457 468 10000
314 437 20000
95 314 40000
314 353 40000
95 437 20000
353 437 20000
95 353 40000
241 540 40000
484 503 10000
366 493 10000
445 493 10000
493 550 10000
366 445 10000
366 550 10000
445 550 10000
39 435 10000
435 550 10000
39 550 10000
414 433 10000
565 568 40000
505 546 10000
123 278 10000
214 278 10000
278 581 20000
123 214 10000
123 581 20000
214 581 20000
427 592 20000
202 592 40000
488 592 20000
202 427 20000
427 488 10000
202 488 20000
154 390 10000
29 488 20000
227 542 10000
542 544 20000
227 544 20000
89 502 20000
165 502 20000
446 502 20000
269 502 20000
89 165 10000
89 446 10000
89 269 10000
165 446 10000
165 269 10000
269 446 10000
386 468 20000
540 552 20000
455 540 20000
540 541 20000
455 552 10000
541 552 10000
455 541 10000
502 588 20000
442 502 20000
312 502 20000
442 588 10000
312 588 10000
89 588 10000
312 442 10000
89 442 10000
89 312 10000
502 603 20000
451 502 20000
373 502 40000
89 603 10000
451 603 10000
373 603 20000
89 451 10000
89 373 20000
373 451 20000
143 286 20000
143 347 20000
143 372 40000
81 542 10000
432 521 20000
538 540 20000
538 552 10000
455 538 10000
538 541 10000
6 412 20000
38 165 10000
46 165 20000
414 502 20000
89 414 10000
8 183 20000
172 424 20000
502 589 20000
89 589 10000
95 534 20000
6 534 20000
6 95 40000
112 474 10000
110 474 10000
73 474 10000
110 112 10000
73 110 10000
70 432 20000
257 450 20000
70 450 40000
70 257 20000
257 455 10000
6 112 20000
74 593 40000
16 354 20000
258 502 20000
89 258 10000
9 515 40000
9 555 40000
9 544 40000
9 15 40000
515 555 40000
515 544 40000
15 515 40000
544 555 40000
15 555 40000
15 544 40000
3 312 10000
312 455 10000
312 486 10000
6 312 20000
3 455 10000
3 486 10000
3 6 20000
455 486 10000
6 486 20000
8 574 20000
183 574 10000
469 521 20000
441 469 10000
441 521 20000
126 467 20000
320 471 20000
17 253 20000
17 373 40000
17 171 40000
17 45 20000
253 373 20000
171 253 20000
45 253 10000
171 373 40000
45 373 20000
45 171 20000
9 155 40000
433 435 10000
11 433 20000
11 435 20000
434 447 20000
437 486 10000
274 437 10000
274 486 10000
9 152 40000
206 433 20000
37 206 20000
37 433 10000
310 506 40000
231 310 40000
310 487 40000
231 506 40000
487 506 40000
231 487 40000
63 433 20000
433 521 20000
433 546 10000
63 521 40000
63 546 20000
521 546 20000
258 486 10000
50 546 10000
433 490 10000
214 433 10000
433 439 10000
214 490 10000
439 490 10000
214 439 10000
189 378 20000
158 502 40000
6 158 40000
580 584 20000
483 584 20000
155 584 40000
523 584 40000
483 580 10000
155 580 20000
523 580 20000
155 483 20000
483 523 20000
155 523 40000
462 556 10000
97 556 10000
97 462 10000
20 621 40000
89 408 10000
17 408 20000
17 89 20000
89 334 10000
17 334 20000
430 623 10000
451 623 10000
430 451 10000
50 440 10000
440 605 20000
50 494 10000
494 605 20000
50 605 20000
505 521 20000
475 505 10000
475 521 20000
569 658 20000
540 568 40000
515 628 20000
444 477 20000
444 669 20000
444 488 10000
477 669 40000
477 488 20000
488 669 20000
433 474 10000
432 433 10000
432 474 10000
435 474 10000
432 435 10000
310 484 20000
310 483 20000
217 310 40000
483 484 10000
217 484 20000
217 483 20000
198 455 10000
249 253 10000
249 516 20000
253 420 20000
253 516 20000
420 516 40000
171 417 40000
462 676 10000
19 676 10000
51 676 10000
491 676 10000
19 462 10000
51 462 10000
462 491 10000
19 51 10000
19 491 10000
51 491 10000
165 220 20000
65 220 20000
38 220 20000
46 220 40000
38 65 10000
46 65 20000
9 249 20000
6 9 40000
9 488 20000
152 249 20000
6 249 20000
249 488 10000
6 152 40000
152 488 20000
6 488 20000
9 529 20000
249 529 10000
6 529 20000
488 529 10000
447 625 10000
417 540 40000
143 540 40000
158 540 40000
143 417 40000
417 483 20000
158 417 40000
143 483 20000
143 158 40000
158 483 20000
540 658 40000
417 658 40000
284 658 40000
158 658 40000
284 540 40000
284 417 40000
158 284 40000
26 658 40000
432 450 20000
65 450 20000
38 450 20000
46 450 40000
65 432 10000
38 432 10000
46 432 20000
6 346 20000
97 190 10000
203 544 40000
477 672 40000
568 672 40000
669 672 40000
477 568 40000
568 669 40000
444 502 20000
483 531 20000
117 515 20000
49 107 10000
107 541 10000
49 541 10000
220 515 40000
515 577 40000
46 515 40000
250 515 40000
220 577 40000
220 250 40000
46 577 40000
250 577 40000
46 250 40000
185 681 20000
620 681 10000
185 620 20000
65 186 20000
100 257 10000
347 365 20000
257 494 10000
257 441 10000
441 455 10000
168 220 40000
220 251 40000
9 162 40000
9 655 40000
162 655 40000
436 458 10000
251 417 40000
122 251 20000
251 580 20000
95 251 40000
122 417 20000
417 580 20000
95 417 40000
122 580 10000
95 122 20000
95 580 20000
220 307 40000
220 543 40000
165 307 20000
165 543 20000
65 307 20000
65 543 20000
307 543 40000
85 441 10000
432 646 10000
165 646 10000
545 646 10000
455 646 10000
165 432 10000
432 545 10000
432 455 10000
165 545 10000
165 455 10000
455 545 10000
79 249 20000
198 257 10000
176 257 10000
257 640 10000
176 198 10000
198 640 10000
176 640 10000
17 26 40000
26 79 40000
17 658 40000
79 658 40000
17 79 40000
354 397 40000
76 505 10000
50 496 10000
50 647 10000
496 647 10000
135 453 10000
453 596 10000
453 575 10000
135 596 10000
135 575 10000
575 596 10000
186 334 20000
334 373 20000
89 186 20000
17 186 40000
186 373 40000
346 548 20000
346 575 10000
346 478 10000
548 575 20000
478 548 20000
478 575 10000
314 430 20000
100 451 10000
100 641 20000
451 641 20000
88 456 20000
148 636 20000
53 521 20000
9 213 40000
9 355 40000
121 213 40000
213 355 40000
121 355 40000
451 477 20000
455 477 20000
6 477 40000
451 455 10000
6 451 20000
622 724 40000
703 724 40000
314 724 40000
659 724 40000
622 703 40000
314 622 40000
622 659 40000
314 703 40000
659 703 40000
314 659 40000
100 703 20000
100 700 20000
100 261 20000
100 725 20000
700 703 40000
261 703 40000
703 725 40000
261 700 40000
700 725 40000
261 725 40000
252 540 40000
433 494 10000
545 700 20000
65 700 20000
65 545 10000
294 586 10000
164 586 10000
164 294 10000
657 714 20000
96 249 10000
50 700 20000
111 708 20000
96 450 20000
50 555 20000
555 700 40000
100 388 10000
176 388 10000
100 176 10000
273 707 20000
152 367 40000
480 505 10000
505 699 10000
505 691 10000
480 699 10000
480 691 10000
691 699 10000
454 751 20000
645 693 40000
645 712 40000
645 708 40000
645 707 40000
693 712 40000
693 708 40000
693 707 40000
708 712 40000
707 712 40000
707 708 40000
76 614 20000
122 691 10000
366 557 10000
209 366 20000
209 557 20000
167 566 10000
445 566 10000
480 566 10000
566 571 10000
167 445 10000
167 480 10000
167 571 10000
445 480 10000
445 571 10000
480 571 10000
198 433 10000
176 433 10000
433 605 20000
198 494 10000
176 494 10000
198 605 20000
176 605 20000
135 646 10000
77 79 20000
691 713 10000
623 630 10000
455 724 20000
522 724 40000
455 522 20000
307 625 20000
38 307 20000
38 625 10000
241 732 40000
720 732 40000
241 720 40000
490 609 10000
167 579 10000
457 579 10000
167 457 10000
350 521 20000
302 521 40000
302 350 20000
26 715 40000
318 707 40000
294 643 20000
249 326 10000
88 515 40000
88 117 20000
103 630 10000
111 630 10000
103 111 10000
220 388 20000
165 388 10000
367 388 20000
1 388 10000
220 367 40000
1 220 20000
165 367 20000
1 165 10000
1 367 20000
651 718 20000
196 515 20000
117 196 10000
302 525 20000
652 660 10000
658 738 40000
450 738 40000
568 738 40000
670 738 40000
450 658 40000
568 658 40000
658 670 40000
450 568 40000
450 670 40000
568 670 40000
609 720 20000
100 738 20000
100 249 10000
100 503 10000
249 503 10000
314 735 40000
316 386 40000
65 198 10000
198 435 10000
65 435 10000
65 455 10000
435 455 10000
186 675 20000
65 675 10000
628 716 20000
439 716 20000
678 716 40000
439 628 10000
628 678 20000
439 678 20000
577 755 40000
755 818 40000
577 818 40000
257 702 10000
259 417 20000
259 334 10000
17 259 20000
259 439 10000
334 417 20000
17 417 40000
417 439 20000
334 439 10000
17 439 20000
86 446 10000
86 478 10000
86 436 10000
86 708 20000
446 478 10000
436 446 10000
446 708 20000
436 478 10000
478 708 20000
436 708 20000
66 844 20000
844 845 20000
522 844 20000
66 845 40000
66 522 40000
522 845 40000
467 634 10000
467 472 10000
446 467 10000
439 467 10000
472 634 10000
446 634 10000
439 634 10000
446 472 10000
439 472 10000
439 446 10000
95 699 20000
586 719 10000
478 586 10000
586 808 10000
478 719 10000
719 808 10000
478 808 10000
14 625 10000
728 734 10000
220 403 20000
165 403 10000
325 403 20000
367 403 20000
220 325 40000
165 325 20000
325 367 40000
505 728 10000
191 728 10000
165 728 10000
568 728 20000
191 505 10000
165 505 10000
505 568 20000
165 191 10000
191 568 20000
165 568 20000
579 845 20000
50 658 20000
658 779 40000
50 779 20000
651 834 10000
436 651 10000
436 834 10000
20 762 40000
604 779 20000
446 779 20000
272 779 40000
446 604 10000
272 604 20000
272 446 20000
417 625 20000
122 674 20000
54 453 20000
54 135 20000
54 784 40000
453 784 20000
135 784 20000
577 622 40000
718 804 20000
417 553 20000
553 625 10000
433 607 10000
198 607 10000
605 607 20000
176 607 10000
622 801 40000
66 446 20000
6 66 40000
6 446 20000
610 739 40000
38 610 20000
38 739 20000
68 556 10000
68 675 10000
556 675 10000
693 835 40000
92 568 20000
488 568 20000
6 699 20000
478 538 10000
307 762 40000
627 762 40000
307 627 40000
417 697 20000
625 697 10000
436 739 20000
651 678 20000
659 827 20000
68 103 10000
68 111 10000
95 782 20000
14 499 10000
14 697 10000
14 550 10000
14 772 10000
499 697 10000
499 550 10000
499 772 10000
550 697 10000
697 772 10000
550 772 10000
262 634 10000
257 439 10000
86 726 10000
640 726 10000
86 640 10000
454 826 10000
454 618 10000
618 826 10000
165 417 20000
455 779 20000
359 454 10000
95 568 40000
95 625 20000
568 625 20000
388 798 10000
220 433 20000
165 433 10000
186 433 20000
186 220 40000
165 186 20000
634 697 10000
634 782 10000
697 782 10000
103 675 10000
366 764 20000
366 551 20000
366 801 20000
551 764 40000
764 801 40000
551 801 40000
148 663 10000
713 790 10000
433 734 10000
304 788 20000
583 788 40000
788 891 40000
788 801 40000
304 583 20000
304 891 20000
304 801 20000
583 891 40000
583 801 40000
801 891 40000
559 669 40000
668 669 40000
559 668 40000
91 734 10000
863 883 40000
577 883 40000
883 887 40000
861 883 40000
577 863 40000
863 887 40000
861 863 40000
577 887 40000
577 861 40000
861 887 40000
542 625 10000
111 542 10000
111 625 10000
220 623 20000
623 712 20000
38 623 10000
220 712 40000
38 712 20000
478 674 20000
53 857 10000
53 800 10000
53 873 20000
53 668 20000
800 857 10000
857 873 20000
668 857 20000
800 873 20000
668 800 20000
668 873 40000
95 786 20000
95 691 20000
691 786 10000
50 809 10000
540 764 40000
122 220 20000
220 417 40000
220 416 20000
122 416 10000
416 417 20000
50 793 10000
654 810 20000
717 762 40000
729 762 40000
551 762 40000
460 762 40000
717 729 40000
551 717 40000
460 717 40000
551 729 40000
460 729 40000
460 551 40000
49 607 10000
446 778 10000
446 807 10000
645 764 40000
355 645 40000
355 764 40000
750 863 40000
668 750 40000
668 863 40000
547 763 20000
355 435 20000
355 625 20000
355 530 20000
435 625 10000
435 530 10000
530 625 10000
446 568 20000
24 446 20000
24 568 40000
220 614 40000
577 614 40000
176 367 20000
540 761 40000
679 761 40000
669 761 40000
488 761 20000
540 679 40000
540 669 40000
488 540 20000
669 679 40000
488 679 20000
436 618 10000
436 475 10000
475 618 10000
433 798 10000
304 433 10000
433 568 20000
433 782 10000
304 798 10000
568 798 20000
782 798 10000
304 568 20000
304 782 10000
568 782 20000
752 775 40000
100 796 10000
38 100 10000
100 793 10000
38 796 10000
793 796 10000
38 793 10000
435 556 10000
708 874 40000
620 668 20000
220 559 40000
100 647 10000
499 568 20000
433 622 20000
95 433 20000
95 622 40000
433 445 10000
433 699 10000
445 798 10000
445 568 20000
445 699 10000
699 798 10000
568 699 20000
794 882 40000
729 794 40000
729 882 40000
592 709 40000
591 709 40000
591 592 40000
490 833 10000
314 658 40000
50 54 20000
594 610 20000
100 456 10000
100 869 10000
100 699 10000
456 869 10000
456 699 10000
699 869 10000
294 452 10000
421 452 10000
452 781 10000
294 421 10000
294 781 10000
421 781 10000
91 750 20000
53 681 10000
53 663 10000
663 681 10000
681 800 10000
668 681 20000
663 800 10000
663 668 20000
417 873 40000
809 854 10000
271 840 10000
122 840 10000
840 841 10000
122 271 10000
271 841 10000
122 841 10000
610 762 40000
259 433 10000
433 562 10000
259 562 10000
259 568 20000
562 568 20000
367 390 20000
819 858 20000
720 858 40000
720 819 20000
752 804 20000
417 622 40000
560 634 10000
271 634 10000
271 560 10000
227 355 20000
553 718 20000
553 693 20000
693 718 40000
552 654 20000
610 654 40000
654 693 40000
654 805 40000
552 610 20000
552 693 20000
552 805 20000
610 693 40000
610 805 40000
693 805 40000
433 810 10000
433 623 10000
623 810 10000
568 810 20000
568 623 20000
433 886 10000
417 886 20000
568 886 20000
417 433 20000
417 568 40000
50 950 10000
50 777 10000
777 950 10000
220 562 20000
562 930 20000
38 562 10000
220 930 40000
38 930 20000
800 823 10000
800 820 10000
547 800 10000
820 823 10000
547 823 10000
547 820 10000
666 757 40000
95 728 20000
914 944 10000
687 864 40000
741 864 20000
699 864 20000
708 864 40000
687 741 20000
687 699 20000
687 708 40000
699 741 10000
708 741 20000
699 708 20000
409 457 10000
409 546 10000
20 409 20000
457 546 10000
20 457 20000
20 546 20000
220 390 20000
390 417 20000
367 417 40000
38 417 20000
38 390 10000
38 367 20000
20 687 40000
804 837 20000
829 837 20000
836 837 40000
804 829 10000
804 836 20000
829 836 20000
103 728 10000
547 728 10000
103 547 10000
103 734 10000
547 734 10000
122 433 10000
433 806 10000
122 806 10000
745 761 40000
364 745 40000
364 761 40000
122 622 20000
540 734 20000
687 812 40000
417 930 40000
689 757 20000
304 417 20000
417 944 20000
304 944 10000
167 840 10000
59 840 10000
568 840 20000
804 840 10000
59 167 10000
167 568 20000
167 804 10000
59 568 20000
59 804 10000
568 804 20000
446 456 10000
724 834 20000
96 724 20000
250 724 40000
96 834 10000
250 834 20000
96 250 20000
15 271 20000
50 744 10000
50 637 20000
38 50 10000
50 115 20000
637 744 20000
38 744 10000
115 744 20000
38 637 20000
115 637 40000
38 115 20000
103 453 10000
549 761 20000
549 665 10000
549 805 20000
665 761 20000
761 805 40000
665 805 20000
546 726 10000
600 726 10000
602 726 10000
546 600 10000
546 602 10000
600 602 10000
271 622 20000
304 499 10000
679 816 20000
417 801 40000
50 849 10000
304 590 10000
568 745 40000
687 729 40000
687 791 40000
729 791 40000
20 729 40000
20 791 40000
586 610 20000
109 586 10000
586 811 10000
586 741 10000
109 610 20000
610 811 20000
610 741 20000
109 811 10000
109 741 10000
741 811 10000
610 961 40000
122 961 20000
122 610 20000
417 806 20000
568 806 20000
621 973 40000
695 858 20000
757 858 40000
666 858 40000
695 757 20000
666 695 20000
366 668 20000
409 775 20000
623 871 20000
91 623 10000
568 871 40000
91 871 20000
91 568 20000
433 610 20000
433 793 10000
433 970 20000
610 793 20000
610 970 40000
122 793 10000
122 970 20000
793 970 20000
325 634 20000
271 325 20000
525 622 20000
50 566 10000
446 566 10000
91 566 10000
50 446 10000
50 91 10000
91 446 10000
367 571 20000
708 732 40000
732 930 40000
732 970 40000
720 930 40000
930 970 40000
708 930 40000
720 970 40000
708 720 40000
708 970 40000
417 796 20000
417 931 40000
417 855 20000
796 931 20000
796 855 10000
855 931 20000
279 749 20000
749 791 40000
279 791 20000
817 979 20000
847 979 40000
817 847 20000
63 789 20000
95 789 20000
196 789 10000
63 95 40000
63 196 20000
95 196 20000
406 983 10000
355 406 20000
406 970 20000
355 983 20000
970 983 20000
355 970 40000
433 689 10000
95 610 40000
220 699 20000
122 798 10000
122 568 20000
50 840 10000
840 914 10000
840 869 10000
696 840 10000
50 914 10000
50 869 10000
50 696 10000
869 914 10000
696 914 10000
696 869 10000
355 801 40000
722 969 40000
67 546 10000
623 939 20000
623 975 10000
623 915 20000
623 734 10000
939 975 20000
915 939 40000
734 939 20000
915 975 20000
734 975 10000
734 915 20000
561 871 40000
220 871 40000
220 561 40000
591 926 40000
799 950 20000
645 970 40000
779 993 40000
779 972 40000
972 993 40000
79 886 20000
220 629 20000
220 506 40000
667 755 20000
687 908 20000
261 367 40000
954 979 40000
63 970 40000
74 732 40000
220 538 20000
95 220 40000
433 920 10000
38 433 10000
220 920 20000
568 920 20000
38 920 10000
220 568 40000
38 568 20000
416 559 20000
922 948 20000
687 948 20000
95 948 20000
699 948 10000
687 922 40000
95 922 40000
699 922 20000
95 687 40000
53 986 10000
506 538 20000
538 800 10000
538 708 20000
506 800 20000
506 708 40000
708 800 20000
557 631 20000
227 456 10000
279 610 20000
122 279 10000
752 810 20000
86 810 10000
86 752 20000
355 799 40000
799 818 40000
799 801 40000
355 818 40000
801 818 40000
51 621 20000
810 965 10000
810 898 10000
898 965 10000
433 779 20000
406 849 10000
749 1033 20000
279 1033 10000
540 1013 40000
842 1042 20000
998 1042 20000
629 1042 20000
842 998 10000
629 842 10000
